date,hour,total_mentions,positive_sentiment,negative_sentiment,neutral_sentiment,sentiment_ratio,is_market_open,hour_of_day,rolling_mentions_3h,rolling_sentiment_3h
2024-10-21,1970-01-01 00:00:00.000000005,0.0,3,0,0,0.13043478260869565,0,0,0.0,0.25806451612903225
2024-10-21,1970-01-01 00:00:00.000000011,0.0,2,0,1,0.08695652173913043,0,0,0.0,0.20967741935483875
2024-10-21,1970-01-01 00:00:00.000000015,0.0,2,0,0,0.08695652173913043,0,0,0.0,0.19354838709677424
2024-10-22,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.12903225806451615
2024-10-22,1970-01-01 00:00:00.000000004,0.14864864864864866,10,0,5,0.43478260869565216,0,0,0.14864864864864863,0.3870967741935484
2024-10-22,1970-01-01 00:00:00.000000007,0.0,1,0,0,0.043478260869565216,0,0,0.14864864864864863,0.3548387096774194
2024-10-22,1970-01-01 00:00:00.000000014,0.0,0,0,1,0.0,0,0,0.14864864864864863,0.32258064516129037
2024-10-23,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-10-23,1970-01-01 00:00:00.000000004,0.04054054054054054,6,0,3,0.2608695652173913,0,0,0.040540540540540536,0.19354838709677424
2024-10-23,1970-01-01 00:00:00.000000007,0.0,1,0,0,0.043478260869565216,0,0,0.040540540540540536,0.22580645161290322
2024-10-24,1970-01-01 00:00:00.000000004,0.14864864864864866,13,0,5,0.5652173913043478,0,0,0.18918918918918917,0.6129032258064517
2024-10-24,1970-01-01 00:00:00.000000007,0.0,1,0,0,0.043478260869565216,0,0,0.14864864864864863,0.4516129032258065
2024-10-24,1970-01-01 00:00:00.000000014,0.0,0,0,1,0.0,0,0,0.14864864864864863,0.4193548387096775
2024-10-24,1970-01-01 00:00:00.000000016,0.0,2,0,0,0.08695652173913043,0,0,0.0,0.06451612903225808
2024-10-25,1970-01-01 00:00:00.000000005,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.06451612903225808
2024-10-25,1970-01-01 00:00:00.000000012,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.0967741935483871
2024-10-28,1970-01-01 00:00:00.000000003,0.0,0,0,1,0.0,0,0,0.0,0.03225806451612903
2024-10-28,1970-01-01 00:00:00.000000004,0.14864864864864866,11,0,6,0.4782608695652174,0,0,0.14864864864864863,0.3548387096774194
2024-10-28,1970-01-01 00:00:00.000000010,0.0,1,0,0,0.043478260869565216,0,0,0.14864864864864863,0.3548387096774194
2024-10-28,1970-01-01 00:00:00.000000016,0.0,0,1,0,0.0,0,0,0.14864864864864863,0.3548387096774194
2024-10-29,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-10-29,1970-01-01 00:00:00.000000005,0.16216216216216217,8,0,10,0.34782608695652173,0,0,0.16216216216216214,0.25806451612903225
2024-10-29,1970-01-01 00:00:00.000000009,0.0,1,0,0,0.043478260869565216,0,0,0.16216216216216214,0.29032258064516137
2024-10-29,1970-01-01 00:00:00.000000016,0.0,1,0,0,0.043478260869565216,0,0,0.16216216216216214,0.29032258064516137
2024-10-30,1970-01-01 00:00:00.000000003,0.013513513513513514,1,0,2,0.043478260869565216,0,0,0.01351351351351351,0.06451612903225808
2024-10-31,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.01351351351351351,0.06451612903225808
2024-10-31,1970-01-01 00:00:00.000000006,0.14864864864864866,13,0,6,0.5652173913043478,0,0,0.16216216216216214,0.4516129032258065
2024-10-31,1970-01-01 00:00:00.000000016,0.0,1,1,0,0.043478260869565216,0,0,0.14864864864864863,0.4516129032258065
2024-11-01,1970-01-01 00:00:00.000000004,0.0,1,0,0,0.043478260869565216,0,0,0.14864864864864863,0.4516129032258065
2024-11-01,1970-01-01 00:00:00.000000009,0.0,5,0,0,0.21739130434782608,0,0,0.0,0.19354838709677424
2024-11-02,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.19354838709677424
2024-11-04,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.19354838709677424
2024-11-04,1970-01-01 00:00:00.000000004,0.02702702702702703,1,0,4,0.043478260869565216,0,0,0.02702702702702702,0.06451612903225808
2024-11-04,1970-01-01 00:00:00.000000006,0.04054054054054054,1,0,3,0.043478260869565216,0,0,0.06756756756756756,0.06451612903225808
2024-11-04,1970-01-01 00:00:00.000000007,0.02702702702702703,1,0,2,0.043478260869565216,0,0,0.09459459459459459,0.06451612903225808
2024-11-04,1970-01-01 00:00:00.000000008,0.04054054054054054,2,0,1,0.08695652173913043,0,0,0.10810810810810809,0.0967741935483871
2024-11-04,1970-01-01 00:00:00.000000011,0.013513513513513514,1,0,0,0.043478260869565216,0,0,0.08108108108108107,0.0967741935483871
2024-11-04,1970-01-01 00:00:00.000000014,0.0,1,1,0,0.043478260869565216,0,0,0.05405405405405404,0.0967741935483871
2024-11-05,1970-01-01 00:00:00.000000004,0.12162162162162163,12,0,6,0.5217391304347826,0,0,0.13513513513513511,0.4193548387096775
2024-11-05,1970-01-01 00:00:00.000000005,0.05405405405405406,4,0,1,0.17391304347826086,0,0,0.17567567567567563,0.5161290322580646
2024-11-05,1970-01-01 00:00:00.000000007,0.04054054054054054,3,0,0,0.13043478260869565,0,0,0.21621621621621617,0.5806451612903226
2024-11-05,1970-01-01 00:00:00.000000010,0.02702702702702703,1,0,3,0.043478260869565216,0,0,0.1216216216216216,0.22580645161290322
2024-11-06,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.06756756756756756,0.12903225806451615
2024-11-06,1970-01-01 00:00:00.000000004,0.13513513513513514,9,0,9,0.3913043478260869,0,0,0.16216216216216214,0.32258064516129037
2024-11-06,1970-01-01 00:00:00.000000005,0.08108108108108109,4,0,3,0.17391304347826086,0,0,0.21621621621621617,0.4193548387096775
2024-11-06,1970-01-01 00:00:00.000000006,0.02702702702702703,2,0,0,0.08695652173913043,0,0,0.2432432432432432,0.4516129032258065
2024-11-06,1970-01-01 00:00:00.000000010,0.0,1,0,0,0.043478260869565216,0,0,0.10810810810810809,0.19354838709677424
2024-11-06,1970-01-01 00:00:00.000000013,0.0,0,1,0,0.0,0,0,0.02702702702702702,0.06451612903225808
2024-11-07,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-11-07,1970-01-01 00:00:00.000000004,0.08108108108108109,0,0,9,0.0,0,0,0.08108108108108107,0.0
2024-11-07,1970-01-01 00:00:00.000000006,0.02702702702702703,3,0,0,0.13043478260869565,0,0,0.10810810810810809,0.0967741935483871
2024-11-07,1970-01-01 00:00:00.000000007,0.02702702702702703,1,0,1,0.043478260869565216,0,0,0.13513513513513511,0.0967741935483871
2024-11-07,1970-01-01 00:00:00.000000010,0.0,1,0,0,0.043478260869565216,0,0,0.05405405405405404,0.12903225806451615
2024-11-07,1970-01-01 00:00:00.000000017,0.0,0,1,0,0.0,0,0,0.02702702702702702,0.03225806451612903
2024-11-08,1970-01-01 00:00:00.000000001,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-11-08,1970-01-01 00:00:00.000000004,0.10810810810810811,15,0,5,0.6521739130434783,0,0,0.10810810810810809,0.4838709677419355
2024-11-08,1970-01-01 00:00:00.000000005,0.013513513513513514,0,0,1,0.0,0,0,0.1216216216216216,0.4838709677419355
2024-11-08,1970-01-01 00:00:00.000000006,0.013513513513513514,3,0,0,0.13043478260869565,0,0,0.13513513513513511,0.5483870967741936
2024-11-08,1970-01-01 00:00:00.000000007,0.08108108108108109,9,0,0,0.3913043478260869,0,0,0.10810810810810809,0.3548387096774194
2024-11-08,1970-01-01 00:00:00.000000009,0.0,2,0,0,0.08695652173913043,0,0,0.09459459459459459,0.4193548387096775
2024-11-08,1970-01-01 00:00:00.000000014,0.0,0,1,0,0.0,0,0,0.08108108108108107,0.32258064516129037
2024-11-09,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.06451612903225808
2024-11-11,1970-01-01 00:00:00.000000003,0.0945945945945946,7,0,6,0.30434782608695654,0,0,0.09459459459459459,0.22580645161290322
2024-11-11,1970-01-01 00:00:00.000000004,0.12162162162162163,12,0,0,0.5217391304347826,0,0,0.21621621621621617,0.6129032258064517
2024-11-11,1970-01-01 00:00:00.000000005,0.0945945945945946,10,0,1,0.43478260869565216,0,0,0.3108108108108108,0.903225806451613
2024-11-11,1970-01-01 00:00:00.000000006,0.013513513513513514,2,0,1,0.08695652173913043,0,0,0.22972972972972971,0.7419354838709679
2024-11-11,1970-01-01 00:00:00.000000007,0.0,1,0,0,0.043478260869565216,0,0,0.10810810810810809,0.3870967741935484
2024-11-11,1970-01-01 00:00:00.000000010,0.0,0,0,1,0.0,0,0,0.01351351351351351,0.06451612903225808
2024-11-11,1970-01-01 00:00:00.000000012,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-11-12,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.03225806451612903
2024-11-12,1970-01-01 00:00:00.000000003,0.04054054054054054,1,0,4,0.043478260869565216,0,0,0.040540540540540536,0.06451612903225808
2024-11-12,1970-01-01 00:00:00.000000004,0.05405405405405406,4,0,2,0.17391304347826086,0,0,0.09459459459459459,0.16129032258064518
2024-11-12,1970-01-01 00:00:00.000000005,0.05405405405405406,3,0,1,0.13043478260869565,0,0,0.14864864864864863,0.22580645161290322
2024-11-12,1970-01-01 00:00:00.000000009,0.0,1,0,0,0.043478260869565216,0,0,0.10810810810810809,0.22580645161290322
2024-11-13,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.05405405405405404,0.12903225806451615
2024-11-13,1970-01-01 00:00:00.000000004,0.14864864864864866,14,0,5,0.6086956521739131,0,0,0.14864864864864863,0.4838709677419355
2024-11-13,1970-01-01 00:00:00.000000005,0.12162162162162163,7,0,3,0.30434782608695654,0,0,0.27027027027027023,0.6774193548387097
2024-11-13,1970-01-01 00:00:00.000000007,0.0,2,0,1,0.08695652173913043,0,0,0.27027027027027023,0.7096774193548389
2024-11-13,1970-01-01 00:00:00.000000008,0.013513513513513514,0,0,1,0.0,0,0,0.13513513513513511,0.25806451612903225
2024-11-13,1970-01-01 00:00:00.000000012,0.013513513513513514,1,0,1,0.043478260869565216,0,0,0.02702702702702702,0.06451612903225808
2024-11-13,1970-01-01 00:00:00.000000013,0.0,1,0,0,0.043478260869565216,0,0,0.02702702702702702,0.03225806451612903
2024-11-14,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.01351351351351351,0.06451612903225808
2024-11-14,1970-01-01 00:00:00.000000004,0.1891891891891892,15,1,6,0.6521739130434783,0,0,0.18918918918918917,0.5161290322580646
2024-11-14,1970-01-01 00:00:00.000000009,0.14864864864864866,10,0,3,0.43478260869565216,0,0,0.33783783783783783,0.8064516129032259
2024-11-14,1970-01-01 00:00:00.000000015,0.0,0,0,2,0.0,0,0,0.33783783783783783,0.774193548387097
2024-11-18,1970-01-01 00:00:00.000000004,0.20270270270270271,14,0,10,0.6086956521739131,0,0,0.35135135135135126,0.7419354838709679
2024-11-18,1970-01-01 00:00:00.000000006,0.013513513513513514,4,0,0,0.17391304347826086,0,0,0.21621621621621617,0.5483870967741936
2024-11-18,1970-01-01 00:00:00.000000009,0.04054054054054054,5,0,0,0.21739130434782608,0,0,0.2567567567567567,0.7096774193548389
2024-11-19,1970-01-01 00:00:00.000000005,0.2702702702702703,23,0,9,1.0,0,0,0.3243243243243243,1.0
2024-11-19,1970-01-01 00:00:00.000000006,0.02702702702702703,3,0,0,0.13043478260869565,0,0,0.33783783783783783,0.9677419354838712
2024-11-19,1970-01-01 00:00:00.000000009,0.02702702702702703,2,0,2,0.08695652173913043,0,0,0.3243243243243243,0.8709677419354841
2024-11-20,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.05405405405405404,0.16129032258064518
2024-11-21,1970-01-01 00:00:00.000000005,0.13513513513513514,7,0,8,0.30434782608695654,0,0,0.16216216216216214,0.29032258064516137
2024-11-21,1970-01-01 00:00:00.000000008,0.08108108108108109,9,0,0,0.3913043478260869,0,0,0.21621621621621617,0.5161290322580646
2024-11-22,1970-01-01 00:00:00.000000005,0.08108108108108109,5,0,2,0.21739130434782608,0,0,0.29729729729729726,0.6451612903225807
2024-11-22,1970-01-01 00:00:00.000000007,0.08108108108108109,7,0,1,0.30434782608695654,0,0,0.2432432432432432,0.6451612903225807
2024-11-25,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.16216216216216214,0.3870967741935484
2024-11-25,1970-01-01 00:00:00.000000009,0.08108108108108109,3,0,3,0.13043478260869565,0,0,0.16216216216216214,0.32258064516129037
2024-11-26,1970-01-01 00:00:00.000000006,0.16216216216216217,13,0,9,0.5652173913043478,0,0,0.2432432432432432,0.5161290322580646
2024-11-26,1970-01-01 00:00:00.000000008,0.0,1,0,0,0.043478260869565216,0,0,0.2432432432432432,0.5161290322580646
2024-11-26,1970-01-01 00:00:00.000000017,0.0,0,0,1,0.0,0,0,0.16216216216216214,0.4193548387096775
2024-11-27,1970-01-01 00:00:00.000000005,0.16216216216216217,11,0,5,0.4782608695652174,0,0,0.16216216216216214,0.3548387096774194
2024-11-27,1970-01-01 00:00:00.000000006,0.05405405405405406,4,0,0,0.17391304347826086,0,0,0.21621621621621617,0.4516129032258065
2024-11-27,1970-01-01 00:00:00.000000007,0.0,2,0,0,0.08695652173913043,0,0,0.21621621621621617,0.5161290322580646
2024-11-27,1970-01-01 00:00:00.000000016,0.0,0,1,0,0.0,0,0,0.05405405405405404,0.16129032258064518
2024-11-28,1970-01-01 00:00:00.000000003,0.02702702702702703,1,0,5,0.043478260869565216,0,0,0.02702702702702702,0.06451612903225808
2024-11-28,1970-01-01 00:00:00.000000005,0.0945945945945946,8,1,2,0.34782608695652173,0,0,0.1216216216216216,0.25806451612903225
2024-11-28,1970-01-01 00:00:00.000000007,0.0,1,0,0,0.043478260869565216,0,0,0.1216216216216216,0.29032258064516137
2024-11-29,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.09459459459459459,0.29032258064516137
2024-11-29,1970-01-01 00:00:00.000000004,0.14864864864864866,10,0,5,0.43478260869565216,0,0,0.14864864864864863,0.3548387096774194
2024-11-29,1970-01-01 00:00:00.000000005,0.08108108108108109,7,0,3,0.30434782608695654,0,0,0.22972972972972971,0.5483870967741936
2024-11-29,1970-01-01 00:00:00.000000008,0.0,2,0,1,0.08695652173913043,0,0,0.22972972972972971,0.5806451612903226
2024-11-29,1970-01-01 00:00:00.000000010,0.06756756756756757,4,0,2,0.17391304347826086,0,0,0.14864864864864863,0.3870967741935484
2024-11-30,1970-01-01 00:00:00.000000003,0.0,1,0,0,0.043478260869565216,0,0,0.06756756756756756,0.19354838709677424
2024-11-30,1970-01-01 00:00:00.000000006,0.0,1,0,1,0.043478260869565216,0,0,0.06756756756756756,0.16129032258064518
2024-11-30,1970-01-01 00:00:00.000000010,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.06451612903225808
2024-12-02,1970-01-01 00:00:00.000000002,0.0,1,0,0,0.043478260869565216,0,0,0.0,0.06451612903225808
2024-12-02,1970-01-01 00:00:00.000000004,0.08108108108108109,5,0,6,0.21739130434782608,0,0,0.08108108108108107,0.19354838709677424
2024-12-02,1970-01-01 00:00:00.000000005,0.0,2,0,0,0.08695652173913043,0,0,0.08108108108108107,0.22580645161290322
2024-12-02,1970-01-01 00:00:00.000000008,0.05405405405405406,9,0,1,0.3913043478260869,0,0,0.13513513513513511,0.4838709677419355
2024-12-02,1970-01-01 00:00:00.000000018,0.0,1,0,0,0.043478260869565216,0,0,0.05405405405405404,0.3548387096774194
2024-12-03,1970-01-01 00:00:00.000000004,0.08108108108108109,8,0,6,0.34782608695652173,0,0,0.13513513513513511,0.5483870967741936
2024-12-03,1970-01-01 00:00:00.000000006,0.06756756756756757,6,0,0,0.2608695652173913,0,0,0.14864864864864863,0.4516129032258065
2024-12-03,1970-01-01 00:00:00.000000007,0.0,3,0,4,0.13043478260869565,0,0,0.14864864864864863,0.5161290322580646
2024-12-04,1970-01-01 00:00:00.000000004,0.13513513513513514,14,0,5,0.6086956521739131,0,0,0.2027027027027027,0.7096774193548389
2024-12-04,1970-01-01 00:00:00.000000005,0.013513513513513514,2,0,0,0.08695652173913043,0,0,0.14864864864864863,0.5806451612903226
2024-12-04,1970-01-01 00:00:00.000000006,0.02702702702702703,1,0,1,0.043478260869565216,0,0,0.17567567567567563,0.5161290322580646
2024-12-04,1970-01-01 00:00:00.000000008,0.02702702702702703,3,0,0,0.13043478260869565,0,0,0.06756756756756756,0.16129032258064518
2024-12-04,1970-01-01 00:00:00.000000010,0.0,1,0,0,0.043478260869565216,0,0,0.05405405405405404,0.12903225806451615
2024-12-04,1970-01-01 00:00:00.000000012,0.0,0,1,0,0.0,0,0,0.02702702702702702,0.0967741935483871
2024-12-05,1970-01-01 00:00:00.000000006,0.17567567567567569,14,0,6,0.6086956521739131,0,0,0.17567567567567563,0.4516129032258065
2024-12-05,1970-01-01 00:00:00.000000007,0.013513513513513514,1,0,0,0.043478260869565216,0,0,0.18918918918918917,0.4516129032258065
2024-12-05,1970-01-01 00:00:00.000000008,0.05405405405405406,4,0,0,0.17391304347826086,0,0,0.2432432432432432,0.5806451612903226
2024-12-05,1970-01-01 00:00:00.000000009,0.10810810810810811,9,0,0,0.3913043478260869,0,0,0.17567567567567563,0.4193548387096775
2024-12-05,1970-01-01 00:00:00.000000011,0.0,0,1,0,0.0,0,0,0.16216216216216214,0.3870967741935484
2024-12-06,1970-01-01 00:00:00.000000004,0.16216216216216217,11,0,8,0.4782608695652174,0,0,0.27027027027027023,0.6129032258064517
2024-12-06,1970-01-01 00:00:00.000000007,0.0,3,0,0,0.13043478260869565,0,0,0.16216216216216214,0.4193548387096775
2024-12-06,1970-01-01 00:00:00.000000009,0.0,2,0,1,0.08695652173913043,0,0,0.16216216216216214,0.4838709677419355
2024-12-07,1970-01-01 00:00:00.000000011,1.0,36,11,53,0.1422924901185771,0,0,0.9999999999999999,0.23460410557184755
